x1	y1	x2	y2	URL	File	Tile	LonMin	LatMin	LonMin	LatMax
240	150	270	170	http://viewfinderpanoramas.org/dem3/O09.zip	dem3/O09.zip	O09	-132	60	-126	56
270	150	300	170	http://viewfinderpanoramas.org/dem3/O10.zip	dem3/O10.zip	O10	-126	60	-120	56
300	150	330	170	http://viewfinderpanoramas.org/dem3/O11.zip	dem3/O11.zip	O11	-120	60	-114	56
330	150	360	170	http://viewfinderpanoramas.org/dem3/O12.zip	dem3/O12.zip	O12	-114	60	-108	56
360	150	390	170	http://viewfinderpanoramas.org/dem3/O13.zip	dem3/O13.zip	O13	-108	60	-102	56
390	150	420	170	http://viewfinderpanoramas.org/dem3/O14.zip	dem3/O14.zip	O14	-102	60	-96	56
420	150	450	170	http://viewfinderpanoramas.org/dem3/O15.zip	dem3/O15.zip	O15	-96	60	-90	56
450	150	480	170	http://viewfinderpanoramas.org/dem3/O16.zip	dem3/O16.zip	O16	-90	60	-84	56
480	150	510	170	http://viewfinderpanoramas.org/dem3/O17.zip	dem3/O17.zip	O17	-84	60	-78	56
510	150	540	170	http://viewfinderpanoramas.org/dem3/O18.zip	dem3/O18.zip	O18	-78	60	-72	56
540	150	570	170	http://viewfinderpanoramas.org/dem3/O19.zip	dem3/O19.zip	O19	-72	60	-66	56
570	150	600	170	http://viewfinderpanoramas.org/dem3/O20.zip	dem3/O20.zip	O20	-66	60	-60	56
810	150	840	170	http://viewfinderpanoramas.org/dem3/O28.zip	dem3/O28.zip	O28	-18	60	-12	56
840	150	870	170	http://viewfinderpanoramas.org/dem3/O29.zip	dem3/O29.zip	O29	-12	60	-6	56
870	150	900	170	http://viewfinderpanoramas.org/dem3/O30.zip	dem3/O30.zip	O30	-6	60	0	56
900	150	930	170	http://viewfinderpanoramas.org/dem3/O31.zip	dem3/O31.zip	O31	0	60	6	56
930	150	960	170	http://viewfinderpanoramas.org/dem3/O32.zip	dem3/O32.zip	O32	6	60	12	56
960	150	990	170	http://viewfinderpanoramas.org/dem3/O33.zip	dem3/O33.zip	O33	12	60	18	56
990	150	1020	170	http://viewfinderpanoramas.org/dem3/O34.zip	dem3/O34.zip	O34	18	60	24	56
1020	150	1050	170	http://viewfinderpanoramas.org/dem3/O35.zip	dem3/O35.zip	O35	24	60	30	56
1050	150	1080	170	http://viewfinderpanoramas.org/dem3/O36.zip	dem3/O36.zip	O36	30	60	36	56
1080	150	1110	170	http://viewfinderpanoramas.org/dem3/O37.zip	dem3/O37.zip	O37	36	60	42	56
1110	150	1140	170	http://viewfinderpanoramas.org/dem3/O38.zip	dem3/O38.zip	O38	42	60	48	56
1140	150	1170	170	http://viewfinderpanoramas.org/dem3/O39.zip	dem3/O39.zip	O39	48	60	54	56
1170	150	1200	170	http://viewfinderpanoramas.org/dem3/O40.zip	dem3/O40.zip	O40	54	60	60	56
1200	150	1230	170	http://viewfinderpanoramas.org/dem3/O41.zip	dem3/O41.zip	O41	60	60	66	56
1230	150	1260	170	http://viewfinderpanoramas.org/dem3/O42.zip	dem3/O42.zip	O42	66	60	72	56
1260	150	1290	170	http://viewfinderpanoramas.org/dem3/O43.zip	dem3/O43.zip	O43	72	60	78	56
1290	150	1320	170	http://viewfinderpanoramas.org/dem3/O44.zip	dem3/O44.zip	O44	78	60	84	56
1320	150	1350	170	http://viewfinderpanoramas.org/dem3/O45.zip	dem3/O45.zip	O45	84	60	90	56
1350	150	1380	170	http://viewfinderpanoramas.org/dem3/O46.zip	dem3/O46.zip	O46	90	60	96	56
1380	150	1410	170	http://viewfinderpanoramas.org/dem3/O47.zip	dem3/O47.zip	O47	96	60	102	56
1410	150	1440	170	http://viewfinderpanoramas.org/dem3/O48.zip	dem3/O48.zip	O48	102	60	108	56
1440	150	1470	170	http://viewfinderpanoramas.org/dem3/O49.zip	dem3/O49.zip	O49	108	60	114	56
1470	150	1500	170	http://viewfinderpanoramas.org/dem3/O50.zip	dem3/O50.zip	O50	114	60	120	56
1500	150	1530	170	http://viewfinderpanoramas.org/dem3/O51.zip	dem3/O51.zip	O51	120	60	126	56
1530	150	1560	170	http://viewfinderpanoramas.org/dem3/O52.zip	dem3/O52.zip	O52	126	60	132	56
1560	150	1590	170	http://viewfinderpanoramas.org/dem3/O53.zip	dem3/O53.zip	O53	132	60	138	56
1590	150	1620	170	http://viewfinderpanoramas.org/dem3/O54.zip	dem3/O54.zip	O54	138	60	144	56
1620	150	1650	170	http://viewfinderpanoramas.org/dem3/O55.zip	dem3/O55.zip	O55	144	60	150	56
1650	150	1680	170	http://viewfinderpanoramas.org/dem3/O56.zip	dem3/O56.zip	O56	150	60	156	56
1680	150	1710	170	http://viewfinderpanoramas.org/dem3/O57.zip	dem3/O57.zip	O57	156	60	162	56
1710	150	1740	170	http://viewfinderpanoramas.org/dem3/O58.zip	dem3/O58.zip	O58	162	60	168	56
1740	150	1770	170	http://viewfinderpanoramas.org/dem3/O59.zip	dem3/O59.zip	O59	168	60	174	56
0	170	30	190	http://viewfinderpanoramas.org/dem3/N01.zip	dem3/N01.zip	N01	-180	56	-174	52
30	170	60	190	http://viewfinderpanoramas.org/dem3/N02.zip	dem3/N02.zip	N02	-174	56	-168	52
60	170	90	190	http://viewfinderpanoramas.org/dem3/N03.zip	dem3/N03.zip	N03	-168	56	-162	52
90	170	120	190	http://viewfinderpanoramas.org/dem3/N04.zip	dem3/N04.zip	N04	-162	56	-156	52
120	170	150	190	http://viewfinderpanoramas.org/dem3/N05.zip	dem3/N05.zip	N05	-156	56	-150	52
210	170	240	190	http://viewfinderpanoramas.org/dem3/N08.zip	dem3/N08.zip	N08	-138	56	-132	52
240	170	270	190	http://viewfinderpanoramas.org/dem3/N09.zip	dem3/N09.zip	N09	-132	56	-126	52
270	170	300	190	http://viewfinderpanoramas.org/dem3/N10.zip	dem3/N10.zip	N10	-126	56	-120	52
300	170	330	190	http://viewfinderpanoramas.org/dem3/N11.zip	dem3/N11.zip	N11	-120	56	-114	52
330	170	360	190	http://viewfinderpanoramas.org/dem3/N12.zip	dem3/N12.zip	N12	-114	56	-108	52
360	170	390	190	http://viewfinderpanoramas.org/dem3/N13.zip	dem3/N13.zip	N13	-108	56	-102	52
390	170	420	190	http://viewfinderpanoramas.org/dem3/N14.zip	dem3/N14.zip	N14	-102	56	-96	52
420	170	450	190	http://viewfinderpanoramas.org/dem3/N15.zip	dem3/N15.zip	N15	-96	56	-90	52
450	170	480	190	http://viewfinderpanoramas.org/dem3/N16.zip	dem3/N16.zip	N16	-90	56	-84	52
480	170	510	190	http://viewfinderpanoramas.org/dem3/N17.zip	dem3/N17.zip	N17	-84	56	-78	52
510	170	540	190	http://viewfinderpanoramas.org/dem3/N18.zip	dem3/N18.zip	N18	-78	56	-72	52
540	170	570	190	http://viewfinderpanoramas.org/dem3/N19.zip	dem3/N19.zip	N19	-72	56	-66	52
570	170	600	190	http://viewfinderpanoramas.org/dem3/N20.zip	dem3/N20.zip	N20	-66	56	-60	52
600	170	630	190	http://viewfinderpanoramas.org/dem3/N21.zip	dem3/N21.zip	N21	-60	56	-54	52
840	170	870	190	http://viewfinderpanoramas.org/dem3/N29.zip	dem3/N29.zip	N29	-12	56	-6	52
870	170	900	190	http://viewfinderpanoramas.org/dem3/N30.zip	dem3/N30.zip	N30	-6	56	0	52
900	170	930	190	http://viewfinderpanoramas.org/dem3/N31.zip	dem3/N31.zip	N31	0	56	6	52
930	170	960	190	http://viewfinderpanoramas.org/dem3/N32.zip	dem3/N32.zip	N32	6	56	12	52
960	170	990	190	http://viewfinderpanoramas.org/dem3/N33.zip	dem3/N33.zip	N33	12	56	18	52
990	170	1020	190	http://viewfinderpanoramas.org/dem3/N34.zip	dem3/N34.zip	N34	18	56	24	52
1020	170	1050	190	http://viewfinderpanoramas.org/dem3/N35.zip	dem3/N35.zip	N35	24	56	30	52
1050	170	1080	190	http://viewfinderpanoramas.org/dem3/N36.zip	dem3/N36.zip	N36	30	56	36	52
1080	170	1110	190	http://viewfinderpanoramas.org/dem3/N37.zip	dem3/N37.zip	N37	36	56	42	52
1110	170	1140	190	http://viewfinderpanoramas.org/dem3/N38.zip	dem3/N38.zip	N38	42	56	48	52
1140	170	1170	190	http://viewfinderpanoramas.org/dem3/N39.zip	dem3/N39.zip	N39	48	56	54	52
1170	170	1200	190	http://viewfinderpanoramas.org/dem3/N40.zip	dem3/N40.zip	N40	54	56	60	52
1200	170	1230	190	http://viewfinderpanoramas.org/dem3/N41.zip	dem3/N41.zip	N41	60	56	66	52
1230	170	1260	190	http://viewfinderpanoramas.org/dem3/N42.zip	dem3/N42.zip	N42	66	56	72	52
1260	170	1290	190	http://viewfinderpanoramas.org/dem3/N43.zip	dem3/N43.zip	N43	72	56	78	52
1290	170	1320	190	http://viewfinderpanoramas.org/dem3/N44.zip	dem3/N44.zip	N44	78	56	84	52
1320	170	1350	190	http://viewfinderpanoramas.org/dem3/N45.zip	dem3/N45.zip	N45	84	56	90	52
1350	170	1380	190	http://viewfinderpanoramas.org/dem3/N46.zip	dem3/N46.zip	N46	90	56	96	52
1380	170	1410	190	http://viewfinderpanoramas.org/dem3/N47.zip	dem3/N47.zip	N47	96	56	102	52
1410	170	1440	190	http://viewfinderpanoramas.org/dem3/N48.zip	dem3/N48.zip	N48	102	56	108	52
1440	170	1470	190	http://viewfinderpanoramas.org/dem3/N49.zip	dem3/N49.zip	N49	108	56	114	52
1470	170	1500	190	http://viewfinderpanoramas.org/dem3/N50.zip	dem3/N50.zip	N50	114	56	120	52
1500	170	1530	190	http://viewfinderpanoramas.org/dem3/N51.zip	dem3/N51.zip	N51	120	56	126	52
1530	170	1560	190	http://viewfinderpanoramas.org/dem3/N52.zip	dem3/N52.zip	N52	126	56	132	52
1560	170	1590	190	http://viewfinderpanoramas.org/dem3/N53.zip	dem3/N53.zip	N53	132	56	138	52
1590	170	1620	190	http://viewfinderpanoramas.org/dem3/N54.zip	dem3/N54.zip	N54	138	56	144	52
1650	170	1680	190	http://viewfinderpanoramas.org/dem3/N56.zip	dem3/N56.zip	N56	150	56	156	52
1680	170	1710	190	http://viewfinderpanoramas.org/dem3/N57.zip	dem3/N57.zip	N57	156	56	162	52
1710	170	1740	190	http://viewfinderpanoramas.org/dem3/N58.zip	dem3/N58.zip	N58	162	56	168	52
1740	170	1770	190	http://viewfinderpanoramas.org/dem3/N59.zip	dem3/N59.zip	N59	168	56	174	52
1770	170	1800	190	http://viewfinderpanoramas.org/dem3/N60.zip	dem3/N60.zip	N60	174	56	180	52
0	190	30	210	http://viewfinderpanoramas.org/dem3/M01.zip	dem3/M01.zip	M01	-180	52	-174	48
240	190	270	210	http://viewfinderpanoramas.org/dem3/M09.zip	dem3/M09.zip	M09	-132	52	-126	48
270	190	300	210	http://viewfinderpanoramas.org/dem3/M10.zip	dem3/M10.zip	M10	-126	52	-120	48
300	190	330	210	http://viewfinderpanoramas.org/dem3/M11.zip	dem3/M11.zip	M11	-120	52	-114	48
330	190	360	210	http://viewfinderpanoramas.org/dem3/M12.zip	dem3/M12.zip	M12	-114	52	-108	48
360	190	390	210	http://viewfinderpanoramas.org/dem3/M13.zip	dem3/M13.zip	M13	-108	52	-102	48
390	190	420	210	http://viewfinderpanoramas.org/dem3/M14.zip	dem3/M14.zip	M14	-102	52	-96	48
420	190	450	210	http://viewfinderpanoramas.org/dem3/M15.zip	dem3/M15.zip	M15	-96	52	-90	48
450	190	480	210	http://viewfinderpanoramas.org/dem3/M16.zip	dem3/M16.zip	M16	-90	52	-84	48
480	190	510	210	http://viewfinderpanoramas.org/dem3/M17.zip	dem3/M17.zip	M17	-84	52	-78	48
510	190	540	210	http://viewfinderpanoramas.org/dem3/M18.zip	dem3/M18.zip	M18	-78	52	-72	48
540	190	570	210	http://viewfinderpanoramas.org/dem3/M19.zip	dem3/M19.zip	M19	-72	52	-66	48
570	190	600	210	http://viewfinderpanoramas.org/dem3/M20.zip	dem3/M20.zip	M20	-66	52	-60	48
600	190	630	210	http://viewfinderpanoramas.org/dem3/M21.zip	dem3/M21.zip	M21	-60	52	-54	48
630	190	660	210	http://viewfinderpanoramas.org/dem3/M22.zip	dem3/M22.zip	M22	-54	52	-48	48
840	190	870	210	http://viewfinderpanoramas.org/dem3/M29.zip	dem3/M29.zip	M29	-12	52	-6	48
870	190	900	210	http://viewfinderpanoramas.org/dem3/M30.zip	dem3/M30.zip	M30	-6	52	0	48
900	190	930	210	http://viewfinderpanoramas.org/dem3/M31.zip	dem3/M31.zip	M31	0	52	6	48
930	190	960	210	http://viewfinderpanoramas.org/dem3/M32.zip	dem3/M32.zip	M32	6	52	12	48
960	190	990	210	http://viewfinderpanoramas.org/dem3/M33.zip	dem3/M33.zip	M33	12	52	18	48
990	190	1020	210	http://viewfinderpanoramas.org/dem3/M34.zip	dem3/M34.zip	M34	18	52	24	48
1020	190	1050	210	http://viewfinderpanoramas.org/dem3/M35.zip	dem3/M35.zip	M35	24	52	30	48
1050	190	1080	210	http://viewfinderpanoramas.org/dem3/M36.zip	dem3/M36.zip	M36	30	52	36	48
1080	190	1110	210	http://viewfinderpanoramas.org/dem3/M37.zip	dem3/M37.zip	M37	36	52	42	48
1110	190	1140	210	http://viewfinderpanoramas.org/dem3/M38.zip	dem3/M38.zip	M38	42	52	48	48
1140	190	1170	210	http://viewfinderpanoramas.org/dem3/M39.zip	dem3/M39.zip	M39	48	52	54	48
1170	190	1200	210	http://viewfinderpanoramas.org/dem3/M40.zip	dem3/M40.zip	M40	54	52	60	48
1200	190	1230	210	http://viewfinderpanoramas.org/dem3/M41.zip	dem3/M41.zip	M41	60	52	66	48
1230	190	1260	210	http://viewfinderpanoramas.org/dem3/M42.zip	dem3/M42.zip	M42	66	52	72	48
1260	190	1290	210	http://viewfinderpanoramas.org/dem3/M43.zip	dem3/M43.zip	M43	72	52	78	48
1290	190	1320	210	http://viewfinderpanoramas.org/dem3/M44.zip	dem3/M44.zip	M44	78	52	84	48
1320	190	1350	210	http://viewfinderpanoramas.org/dem3/M45.zip	dem3/M45.zip	M45	84	52	90	48
1350	190	1380	210	http://viewfinderpanoramas.org/dem3/M46.zip	dem3/M46.zip	M46	90	52	96	48
1380	190	1410	210	http://viewfinderpanoramas.org/dem3/M47.zip	dem3/M47.zip	M47	96	52	102	48
1410	190	1440	210	http://viewfinderpanoramas.org/dem3/M48.zip	dem3/M48.zip	M48	102	52	108	48
1440	190	1470	210	http://viewfinderpanoramas.org/dem3/M49.zip	dem3/M49.zip	M49	108	52	114	48
1470	190	1500	210	http://viewfinderpanoramas.org/dem3/M50.zip	dem3/M50.zip	M50	114	52	120	48
1500	190	1530	210	http://viewfinderpanoramas.org/dem3/M51.zip	dem3/M51.zip	M51	120	52	126	48
1530	190	1560	210	http://viewfinderpanoramas.org/dem3/M52.zip	dem3/M52.zip	M52	126	52	132	48
1560	190	1590	210	http://viewfinderpanoramas.org/dem3/M53.zip	dem3/M53.zip	M53	132	52	138	48
1590	190	1620	210	http://viewfinderpanoramas.org/dem3/M54.zip	dem3/M54.zip	M54	138	52	144	48
1620	190	1650	210	http://viewfinderpanoramas.org/dem3/M55.zip	dem3/M55.zip	M55	144	52	150	48
1650	190	1680	210	http://viewfinderpanoramas.org/dem3/M56.zip	dem3/M56.zip	M56	150	52	156	48
1680	190	1710	210	http://viewfinderpanoramas.org/dem3/M57.zip	dem3/M57.zip	M57	156	52	162	48
1770	190	1800	210	http://viewfinderpanoramas.org/dem3/M60.zip	dem3/M60.zip	M60	174	52	180	48
270	210	300	230	http://viewfinderpanoramas.org/dem3/L10.zip	dem3/L10.zip	L10	-126	48	-120	44
300	210	330	230	http://viewfinderpanoramas.org/dem3/L11.zip	dem3/L11.zip	L11	-120	48	-114	44
330	210	360	230	http://viewfinderpanoramas.org/dem3/L12.zip	dem3/L12.zip	L12	-114	48	-108	44
360	210	390	230	http://viewfinderpanoramas.org/dem3/L13.zip	dem3/L13.zip	L13	-108	48	-102	44
390	210	420	230	http://viewfinderpanoramas.org/dem3/L14.zip	dem3/L14.zip	L14	-102	48	-96	44
420	210	450	230	http://viewfinderpanoramas.org/dem3/L15.zip	dem3/L15.zip	L15	-96	48	-90	44
450	210	480	230	http://viewfinderpanoramas.org/dem3/L16.zip	dem3/L16.zip	L16	-90	48	-84	44
480	210	510	230	http://viewfinderpanoramas.org/dem3/L17.zip	dem3/L17.zip	L17	-84	48	-78	44
510	210	540	230	http://viewfinderpanoramas.org/dem3/L18.zip	dem3/L18.zip	L18	-78	48	-72	44
540	210	570	230	http://viewfinderpanoramas.org/dem3/L19.zip	dem3/L19.zip	L19	-72	48	-66	44
570	210	600	230	http://viewfinderpanoramas.org/dem3/L20.zip	dem3/L20.zip	L20	-66	48	-60	44
600	210	630	230	http://viewfinderpanoramas.org/dem3/L21.zip	dem3/L21.zip	L21	-60	48	-54	44
630	210	660	230	http://viewfinderpanoramas.org/dem3/L22.zip	dem3/L22.zip	L22	-54	48	-48	44
870	210	900	230	http://viewfinderpanoramas.org/dem3/L30.zip	dem3/L30.zip	L30	-6	48	0	44
900	210	930	230	http://viewfinderpanoramas.org/dem3/L31.zip	dem3/L31.zip	L31	0	48	6	44
930	210	960	230	http://viewfinderpanoramas.org/dem3/L32.zip	dem3/L32.zip	L32	6	48	12	44
960	210	990	230	http://viewfinderpanoramas.org/dem3/L33.zip	dem3/L33.zip	L33	12	48	18	44
990	210	1020	230	http://viewfinderpanoramas.org/dem3/L34.zip	dem3/L34.zip	L34	18	48	24	44
1020	210	1050	230	http://viewfinderpanoramas.org/dem3/L35.zip	dem3/L35.zip	L35	24	48	30	44
1050	210	1080	230	http://viewfinderpanoramas.org/dem3/L36.zip	dem3/L36.zip	L36	30	48	36	44
1080	210	1110	230	http://viewfinderpanoramas.org/dem3/L37.zip	dem3/L37.zip	L37	36	48	42	44
1110	210	1140	230	http://viewfinderpanoramas.org/dem3/L38.zip	dem3/L38.zip	L38	42	48	48	44
1140	210	1170	230	http://viewfinderpanoramas.org/dem3/L39.zip	dem3/L39.zip	L39	48	48	54	44
1170	210	1200	230	http://viewfinderpanoramas.org/dem3/L40.zip	dem3/L40.zip	L40	54	48	60	44
1200	210	1230	230	http://viewfinderpanoramas.org/dem3/L41.zip	dem3/L41.zip	L41	60	48	66	44
1230	210	1260	230	http://viewfinderpanoramas.org/dem3/L42.zip	dem3/L42.zip	L42	66	48	72	44
1260	210	1290	230	http://viewfinderpanoramas.org/dem3/L43.zip	dem3/L43.zip	L43	72	48	78	44
1290	210	1320	230	http://viewfinderpanoramas.org/dem3/L44.zip	dem3/L44.zip	L44	78	48	84	44
1320	210	1350	230	http://viewfinderpanoramas.org/dem3/L45.zip	dem3/L45.zip	L45	84	48	90	44
1350	210	1380	230	http://viewfinderpanoramas.org/dem3/L46.zip	dem3/L46.zip	L46	90	48	96	44
1380	210	1410	230	http://viewfinderpanoramas.org/dem3/L47.zip	dem3/L47.zip	L47	96	48	102	44
1410	210	1440	230	http://viewfinderpanoramas.org/dem3/L48.zip	dem3/L48.zip	L48	102	48	108	44
1440	210	1470	230	http://viewfinderpanoramas.org/dem3/L49.zip	dem3/L49.zip	L49	108	48	114	44
1470	210	1500	230	http://viewfinderpanoramas.org/dem3/L50.zip	dem3/L50.zip	L50	114	48	120	44
1500	210	1530	230	http://viewfinderpanoramas.org/dem3/L51.zip	dem3/L51.zip	L51	120	48	126	44
1530	210	1560	230	http://viewfinderpanoramas.org/dem3/L52.zip	dem3/L52.zip	L52	126	48	132	44
1560	210	1590	230	http://viewfinderpanoramas.org/dem3/L53.zip	dem3/L53.zip	L53	132	48	138	44
1590	210	1620	230	http://viewfinderpanoramas.org/dem3/L54.zip	dem3/L54.zip	L54	138	48	144	44
1620	210	1650	230	http://viewfinderpanoramas.org/dem3/L55.zip	dem3/L55.zip	L55	144	48	150	44
1650	210	1680	230	http://viewfinderpanoramas.org/dem3/L56.zip	dem3/L56.zip	L56	150	48	156	44
270	230	300	250	http://viewfinderpanoramas.org/dem3/K10.zip	dem3/K10.zip	K10	-126	44	-120	40
300	230	330	250	http://viewfinderpanoramas.org/dem3/K11.zip	dem3/K11.zip	K11	-120	44	-114	40
330	230	360	250	http://viewfinderpanoramas.org/dem3/K12.zip	dem3/K12.zip	K12	-114	44	-108	40
360	230	390	250	http://viewfinderpanoramas.org/dem3/K13.zip	dem3/K13.zip	K13	-108	44	-102	40
390	230	420	250	http://viewfinderpanoramas.org/dem3/K14.zip	dem3/K14.zip	K14	-102	44	-96	40
420	230	450	250	http://viewfinderpanoramas.org/dem3/K15.zip	dem3/K15.zip	K15	-96	44	-90	40
450	230	480	250	http://viewfinderpanoramas.org/dem3/K16.zip	dem3/K16.zip	K16	-90	44	-84	40
480	230	510	250	http://viewfinderpanoramas.org/dem3/K17.zip	dem3/K17.zip	K17	-84	44	-78	40
510	230	540	250	http://viewfinderpanoramas.org/dem3/K18.zip	dem3/K18.zip	K18	-78	44	-72	40
540	230	570	250	http://viewfinderpanoramas.org/dem3/K19.zip	dem3/K19.zip	K19	-72	44	-66	40
570	230	600	250	http://viewfinderpanoramas.org/dem3/K20.zip	dem3/K20.zip	K20	-66	44	-60	40
600	230	630	250	http://viewfinderpanoramas.org/dem3/K21.zip	dem3/K21.zip	K21	-60	44	-54	40
840	230	870	250	http://viewfinderpanoramas.org/dem3/K29.zip	dem3/K29.zip	K29	-12	44	-6	40
870	230	900	250	http://viewfinderpanoramas.org/dem3/K30.zip	dem3/K30.zip	K30	-6	44	0	40
900	230	930	250	http://viewfinderpanoramas.org/dem3/K31.zip	dem3/K31.zip	K31	0	44	6	40
930	230	960	250	http://viewfinderpanoramas.org/dem3/K32.zip	dem3/K32.zip	K32	6	44	12	40
960	230	990	250	http://viewfinderpanoramas.org/dem3/K33.zip	dem3/K33.zip	K33	12	44	18	40
990	230	1020	250	http://viewfinderpanoramas.org/dem3/K34.zip	dem3/K34.zip	K34	18	44	24	40
1020	230	1050	250	http://viewfinderpanoramas.org/dem3/K35.zip	dem3/K35.zip	K35	24	44	30	40
1050	230	1080	250	http://viewfinderpanoramas.org/dem3/K36.zip	dem3/K36.zip	K36	30	44	36	40
1080	230	1110	250	http://viewfinderpanoramas.org/dem3/K37.zip	dem3/K37.zip	K37	36	44	42	40
1110	230	1140	250	http://viewfinderpanoramas.org/dem3/K38.zip	dem3/K38.zip	K38	42	44	48	40
1140	230	1170	250	http://viewfinderpanoramas.org/dem3/K39.zip	dem3/K39.zip	K39	48	44	54	40
1170	230	1200	250	http://viewfinderpanoramas.org/dem3/K40.zip	dem3/K40.zip	K40	54	44	60	40
1200	230	1230	250	http://viewfinderpanoramas.org/dem3/K41.zip	dem3/K41.zip	K41	60	44	66	40
1230	230	1260	250	http://viewfinderpanoramas.org/dem3/K42.zip	dem3/K42.zip	K42	66	44	72	40
1260	230	1290	250	http://viewfinderpanoramas.org/dem3/K43.zip	dem3/K43.zip	K43	72	44	78	40
1290	230	1320	250	http://viewfinderpanoramas.org/dem3/K44.zip	dem3/K44.zip	K44	78	44	84	40
1320	230	1350	250	http://viewfinderpanoramas.org/dem3/K45.zip	dem3/K45.zip	K45	84	44	90	40
1350	230	1380	250	http://viewfinderpanoramas.org/dem3/K46.zip	dem3/K46.zip	K46	90	44	96	40
1380	230	1410	250	http://viewfinderpanoramas.org/dem3/K47.zip	dem3/K47.zip	K47	96	44	102	40
1410	230	1440	250	http://viewfinderpanoramas.org/dem3/K48.zip	dem3/K48.zip	K48	102	44	108	40
1440	230	1470	250	http://viewfinderpanoramas.org/dem3/K49.zip	dem3/K49.zip	K49	108	44	114	40
1470	230	1500	250	http://viewfinderpanoramas.org/dem3/K50.zip	dem3/K50.zip	K50	114	44	120	40
1500	230	1530	250	http://viewfinderpanoramas.org/dem3/K51.zip	dem3/K51.zip	K51	120	44	126	40
1530	230	1560	250	http://viewfinderpanoramas.org/dem3/K52.zip	dem3/K52.zip	K52	126	44	132	40
1560	230	1590	250	http://viewfinderpanoramas.org/dem3/K53.zip	dem3/K53.zip	K53	132	44	138	40
1590	230	1620	250	http://viewfinderpanoramas.org/dem3/K54.zip	dem3/K54.zip	K54	138	44	144	40
1620	230	1650	250	http://viewfinderpanoramas.org/dem3/K55.zip	dem3/K55.zip	K55	144	44	150	40
270	250	300	270	http://viewfinderpanoramas.org/dem3/J10.zip	dem3/J10.zip	J10	-126	40	-120	36
300	250	330	270	http://viewfinderpanoramas.org/dem3/J11.zip	dem3/J11.zip	J11	-120	40	-114	36
330	250	360	270	http://viewfinderpanoramas.org/dem3/J12.zip	dem3/J12.zip	J12	-114	40	-108	36
360	250	390	270	http://viewfinderpanoramas.org/dem3/J13.zip	dem3/J13.zip	J13	-108	40	-102	36
390	250	420	270	http://viewfinderpanoramas.org/dem3/J14.zip	dem3/J14.zip	J14	-102	40	-96	36
420	250	450	270	http://viewfinderpanoramas.org/dem3/J15.zip	dem3/J15.zip	J15	-96	40	-90	36
450	250	480	270	http://viewfinderpanoramas.org/dem3/J16.zip	dem3/J16.zip	J16	-90	40	-84	36
480	250	510	270	http://viewfinderpanoramas.org/dem3/J17.zip	dem3/J17.zip	J17	-84	40	-78	36
510	250	540	270	http://viewfinderpanoramas.org/dem3/J18.zip	dem3/J18.zip	J18	-78	40	-72	36
720	250	750	270	http://viewfinderpanoramas.org/dem3/J25.zip	dem3/J25.zip	J25	-36	40	-30	36
750	250	780	270	http://viewfinderpanoramas.org/dem3/J26.zip	dem3/J26.zip	J26	-30	40	-24	36
840	250	870	270	http://viewfinderpanoramas.org/dem3/J29.zip	dem3/J29.zip	J29	-12	40	-6	36
870	250	900	270	http://viewfinderpanoramas.org/dem3/J30.zip	dem3/J30.zip	J30	-6	40	0	36
900	250	930	270	http://viewfinderpanoramas.org/dem3/J31.zip	dem3/J31.zip	J31	0	40	6	36
930	250	960	270	http://viewfinderpanoramas.org/dem3/J32.zip	dem3/J32.zip	J32	6	40	12	36
960	250	990	270	http://viewfinderpanoramas.org/dem3/J33.zip	dem3/J33.zip	J33	12	40	18	36
990	250	1020	270	http://viewfinderpanoramas.org/dem3/J34.zip	dem3/J34.zip	J34	18	40	24	36
1020	250	1050	270	http://viewfinderpanoramas.org/dem3/J35.zip	dem3/J35.zip	J35	24	40	30	36
1050	250	1080	270	http://viewfinderpanoramas.org/dem3/J36.zip	dem3/J36.zip	J36	30	40	36	36
1080	250	1110	270	http://viewfinderpanoramas.org/dem3/J37.zip	dem3/J37.zip	J37	36	40	42	36
1110	250	1140	270	http://viewfinderpanoramas.org/dem3/J38.zip	dem3/J38.zip	J38	42	40	48	36
1140	250	1170	270	http://viewfinderpanoramas.org/dem3/J39.zip	dem3/J39.zip	J39	48	40	54	36
1170	250	1200	270	http://viewfinderpanoramas.org/dem3/J40.zip	dem3/J40.zip	J40	54	40	60	36
1200	250	1230	270	http://viewfinderpanoramas.org/dem3/J41.zip	dem3/J41.zip	J41	60	40	66	36
1230	250	1260	270	http://viewfinderpanoramas.org/dem3/J42.zip	dem3/J42.zip	J42	66	40	72	36
1260	250	1290	270	http://viewfinderpanoramas.org/dem3/J43.zip	dem3/J43.zip	J43	72	40	78	36
1290	250	1320	270	http://viewfinderpanoramas.org/dem3/J44.zip	dem3/J44.zip	J44	78	40	84	36
1320	250	1350	270	http://viewfinderpanoramas.org/dem3/J45.zip	dem3/J45.zip	J45	84	40	90	36
1350	250	1380	270	http://viewfinderpanoramas.org/dem3/J46.zip	dem3/J46.zip	J46	90	40	96	36
1380	250	1410	270	http://viewfinderpanoramas.org/dem3/J47.zip	dem3/J47.zip	J47	96	40	102	36
1410	250	1440	270	http://viewfinderpanoramas.org/dem3/J48.zip	dem3/J48.zip	J48	102	40	108	36
1440	250	1470	270	http://viewfinderpanoramas.org/dem3/J49.zip	dem3/J49.zip	J49	108	40	114	36
